decision	ogid	ark	title	creator	reason
reject	martin-henri-1810-02-20	https://gallica.bnf.fr/ark:/12148/bpt6k5727116m	Échos d'une voix solitaire : souvenir de Pierre Martin,... à	Martin, Pierre (1793-1864). Auteur du texte	given-name mismatch
reject	martin-hans-1886-11-09	https://gallica.bnf.fr/ark:/12148/bpt6k5786438k	Mémoire sur l'étiologie du piedbot, par Ferdinand Martin,...	Martin, Ferdinand (1795-1866). Auteur du texte	given-name mismatch
reject	martin-henri-1810-02-20	https://gallica.bnf.fr/ark:/12148/bpt6k5786438k	Mémoire sur l'étiologie du piedbot, par Ferdinand Martin,...	Martin, Ferdinand (1795-1866). Auteur du texte	given-name mismatch
reject	bazin-rene-1853-12-26	https://gallica.bnf.fr/ark:/12148/bpt6k97863315	Mémoire sur les principes généraux du chinois vulgaire / par	Bazin, Antoine-Pierre-Louis (1799-1862). Auteur du texte	given-name mismatch
reject	gide-charles-1847-06-28	https://gallica.bnf.fr/ark:/12148/bd6t54190092r	Si le grain ne meurt... Souvenir d'enfance et de jeunesse / 	Gide, André (1869-1951). Auteur du texte	given-name mismatch
reject	duguet-xavier-1895-08-27	https://gallica.bnf.fr/ark:/12148/bpt6k1505368j	Mémoire sur le spirituel de la mission des FF. Prêcheurs à S	Duguet, Charles Damien (1749-....). Auteur du texte	given-name mismatch
reject	faure-elie-1873-04-04	https://gallica.bnf.fr/ark:/12148/bpt6k9482646	Tracé de Villedaigne à Narbonne par Montredon : mémoire adre	Faure, Hippolyte (1811-1897). Auteur du texte	given-name mismatch
reject	faure-gabriel-1877-05-15	https://gallica.bnf.fr/ark:/12148/bpt6k9482646	Tracé de Villedaigne à Narbonne par Montredon : mémoire adre	Faure, Hippolyte (1811-1897). Auteur du texte	given-name mismatch
accept	courteline-georges-1858-06-25	https://gallica.bnf.fr/ark:/12148/bpt6k66064w	Margot ; [Un souvenir du siège] / Georges Courteline ; illus	Courteline, Georges (1858-1929). Auteur du texte	creator+year+memoir-title
reject	roux-francois-1897-03-09	https://gallica.bnf.fr/ark:/12148/bpt6k5620957w	Mémoire sur la staphyloraphie, ou suture du voile du palais,	Roux, Philibert-Joseph (1780-1854). Auteur du texte	given-name mismatch
accept	bailly-jules-1832-12-13	https://gallica.bnf.fr/ark:/12148/bpt6k54933524	A la mémoire de Maria-Philomène Preud'homme : 19 avril 1860 	Bailly, Jules (1832-1896). Auteur du texte	creator+year+memoir-title
reject	bailly-jules-1832-12-13	https://gallica.bnf.fr/ark:/12148/bd6t5369453m	Mémoire sur la meilleure manière d'éclairer pendant les nuit	Bailly, Jean Sylvain (1736-1793). Auteur du texte	given-name mismatch
reject	lacretelle-jacques-1888-07-14	https://gallica.bnf.fr/ark:/12148/bpt6k92113x	Mémoire sur l'institution des Bureaux des finances et l'util	Lacretelle, Pierre-Louis (1751-1824). Auteur du texte	given-name mismatch
reject	martin-hans-1886-11-09	https://gallica.bnf.fr/ark:/12148/bpt6k282496	Daniel Manin. précédé d'"Un Souvenir de Manin" (2e édition) 	Martin, Henri (1810-1883). Auteur du texte	given-name mismatch
accept	martin-henri-1810-02-20	https://gallica.bnf.fr/ark:/12148/bpt6k282496	Daniel Manin. précédé d'"Un Souvenir de Manin" (2e édition) 	Martin, Henri (1810-1883). Auteur du texte	creator+year+memoir-title
reject	bertrand-louis-1866-03-25	https://gallica.bnf.fr/ark:/12148/bpt6k6373094v	Mémoire sur la topographie médicale du département du Puy-de	Bertrand, Charles Alexandre Hippolyte Amable (1777-1849). Au	given-name mismatch
reject	moreau-abel-1893-01-08	https://gallica.bnf.fr/ark:/12148/bpt6k58248860	Mémoire sur le traitement des hallucinations par le Datura s	Moreau, Jacques-Joseph (1804-1884). Auteur du texte	given-name mismatch
reject	houssaye-arsene-1814-03-28	https://gallica.bnf.fr/ark:/12148/bpt6k54275984	Mémoire pour six mille pétitionnaires qu'on empêche d'avoir 	Houssaye, Edouard (1829-18..?). Auteur du texte	given-name mismatch
reject	riviere-jacques-1886-07-15	https://gallica.bnf.fr/ark:/12148/bpt6k8510597	Mémoire minéralogique et géologique sur les roches dioritiqu	Rivière, Alphonse-Auguste (1805-1877). Auteur du texte	given-name mismatch
reject	reynaud-jean-1806-02-14	https://gallica.bnf.fr/ark:/12148/bpt6k1269518h	Mémoire sur l'éclairage et le balisage des côtes de France /	Reynaud, Léonce (1803-1880). Auteur du texte	given-name mismatch
reject	paris-gaston-1839-08-09	https://gallica.bnf.fr/ark:/12148/bd6t54202849w	Nouvelles recherches sur l'auteur du Songe du vergier. Premi	Paris, Paulin (1800-1881). Auteur du texte	given-name mismatch
reject	martin-hans-1886-11-09	https://gallica.bnf.fr/ark:/12148/bpt6k1417745k	Madame Geoffrin chez le roi de Pologne Stanislas Auguste , m	Martin, Marietta (1902-1944). Auteur du texte	given-name mismatch
reject	martin-henri-1810-02-20	https://gallica.bnf.fr/ark:/12148/bpt6k1417745k	Madame Geoffrin chez le roi de Pologne Stanislas Auguste , m	Martin, Marietta (1902-1944). Auteur du texte	given-name mismatch
reject	guilloux-louis-1899-01-15	https://gallica.bnf.fr/ark:/12148/bpt6k6370977h	A la mémoire de messire Amédée de Savignhac : au profit de l	Guilloux, Alexis Jean Marie (1819-1885). Auteur du texte	given-name mismatch
reject	renard-jules-1864-02-22	https://gallica.bnf.fr/ark:/12148/bpt6k6518703t	Mémoire en forme d'introduction pour servir à l'histoire de 	Renard, Athanase (1796-1875). Auteur du texte	given-name mismatch
reject	briquet-georges-1898-02-05	https://gallica.bnf.fr/ark:/12148/bpt6k5496236m	Recherches sur l'étiologie des tubercules : mémoire lu à la 	Briquet, Pierre (1796-1881). Auteur du texte	given-name mismatch
reject	comte-auguste-1798-01-19	https://gallica.bnf.fr/ark:/12148/bpt6k6108700b	Mémoire adressé à la chambre d'accusation de la Cour royale 	Comte, Charles (1782-1837). Auteur du texte	given-name mismatch
reject	desnoyers-louis-1802-02-23	https://gallica.bnf.fr/ark:/12148/bpt6k34120347	Rapport sur le mémoire de M. Huet Jeanne d'Arc dans la musiq	Desnoyers, Edmond (1805-1902). Auteur du texte	given-name mismatch
reject	simon-jules-1814-12-27	https://gallica.bnf.fr/ark:/12148/bpt6k881401f	Arachnides recueillis par Mr. G. Potanine en Chine et en Mon	Simon, Eugène (1848-1924). Auteur du texte	given-name mismatch
reject	schlumberger-jean-1877-05-26	https://gallica.bnf.fr/ark:/12148/bpt6k62780626	Nouveau mémoire sur l'utilité du canal des houillères de la 	Schlumberger, Jules-Albert (1804-1892). Auteur du texte	given-name mismatch
reject	le-roy-edouard-1870-06-18	https://gallica.bnf.fr/ark:/12148/bpt6k1506377t	Memoire sur l'horlogerie , contenant diverses remarques sur 	Le Roy, Pierre (1717-1785). Auteur du texte	given-name mismatch
reject	le-roy-eugene-1836-11-29	https://gallica.bnf.fr/ark:/12148/bpt6k1506377t	Memoire sur l'horlogerie , contenant diverses remarques sur 	Le Roy, Pierre (1717-1785). Auteur du texte	given-name mismatch
reject	leroy-pierre-1900-08-24	https://gallica.bnf.fr/ark:/12148/bpt6k1506377t	Memoire sur l'horlogerie , contenant diverses remarques sur 	Le Roy, Pierre (1717-1785). Auteur du texte	year mismatch (1717 vs 1900)
reject	lacordaire-jean-1802-05-12	https://gallica.bnf.fr/ark:/12148/bpt6k6454631d	Mémoire pour le rétablissement en France de l'ordre des Frèr	Lacordaire, Henri-Dominique (1802-1861). Auteur du texte	given-name mismatch
reject	perier-gaston-1879-02-07	https://gallica.bnf.fr/ark:/12148/bd6t54355464r	Mémoire pour servir à l'étude du dolercyl , suivi de notes s	Périer, Gilberte (1620-1687). Auteur du texte	given-name mismatch
reject	bourgeois-pierre-1898-12-04	https://gallica.bnf.fr/ark:/12148/bpt6k6495042j	Souvenir au R. P. Chauveau S. J. au nom de l'ouvroir des rel	Bourgeois, Thomas (1841-1907). Auteur du texte	given-name mismatch
reject	silvestre-charles-1889-02-02	https://gallica.bnf.fr/ark:/12148/bpt6k5460017w	Poésies de Armand Silvestre, 1866-1872. [Préface de George S	Silvestre, Armand (1837-1901). Auteur du texte	given-name mismatch
reject	croisset-francois-1876-01-22	https://gallica.bnf.fr/ark:/12148/bpt6k164644g	Le souvenir de Robert de Flers / Francis de Croisset. Les pr	Croisset, Francis de (1877-1937). Auteur du texte	given-name mismatch
reject	croisset-francois-1876-01-22	https://gallica.bnf.fr/ark:/12148/bpt6k164644g	Le souvenir de Robert de Flers / Francis de Croisset. Les pr	Croisset, Francis de (1877-1937). Auteur du texte	given-name mismatch
accept	flers-robert-1872-11-25	https://gallica.bnf.fr/ark:/12148/bpt6k164644g	Le souvenir de Robert de Flers / Francis de Croisset. Les pr	Flers, Robert de (1872-1927). Auteur du texte	creator+year+memoir-title
reject	martin-hans-1886-11-09	https://gallica.bnf.fr/ark:/12148/bpt6k57863639	Mémoire sur une nouvelle méthode de traitement des fractures	Martin, Ferdinand (1795-1866). Auteur du texte	given-name mismatch
reject	martin-henri-1810-02-20	https://gallica.bnf.fr/ark:/12148/bpt6k57863639	Mémoire sur une nouvelle méthode de traitement des fractures	Martin, Ferdinand (1795-1866). Auteur du texte	given-name mismatch
reject	lacroix-francis-1895-11-29	https://gallica.bnf.fr/ark:/12148/bpt6k6291073c	Mémoire pour le sieur Pierre-Paul Sirven, feudiste, habitant	Lacroix, Pierre-Firmin de (1732-1786). Auteur du texte	given-name mismatch
reject	lacroix-francis-1895-11-29	https://gallica.bnf.fr/ark:/12148/bpt6k97605746	Le granite des Pyrénées et ses phénomènes de contact (premie	Lacroix, Alfred (1863-1948). Auteur du texte	given-name mismatch
reject	roux-francois-1897-03-09	https://gallica.bnf.fr/ark:/12148/bpt6k58355216	Formulaire aide-mémoire de la Faculté de médecine et des méd	Roux, Fernand (1853-19..). Auteur du texte	given-name mismatch
reject	martin-hans-1886-11-09	https://gallica.bnf.fr/ark:/12148/bpt6k6551728k	Note de M. Th.-H. Martin sur la théorie des parallèles, à l'	Martin, Thomas-Henri (1813-1884). Auteur du texte	given-name mismatch
reject	martin-henri-1810-02-20	https://gallica.bnf.fr/ark:/12148/bpt6k6551728k	Note de M. Th.-H. Martin sur la théorie des parallèles, à l'	Martin, Thomas-Henri (1813-1884). Auteur du texte	given-name mismatch
reject	faure-elie-1873-04-04	https://gallica.bnf.fr/ark:/12148/bpt6k11644406	La loi des ports et La Nouvelle : mémoire adressé à M. le mi	Faure, Hippolyte (1811-1897). Auteur du texte	given-name mismatch
reject	faure-gabriel-1877-05-15	https://gallica.bnf.fr/ark:/12148/bpt6k11644406	La loi des ports et La Nouvelle : mémoire adressé à M. le mi	Faure, Hippolyte (1811-1897). Auteur du texte	given-name mismatch
reject	martin-hans-1886-11-09	https://gallica.bnf.fr/ark:/12148/bpt6k5797065p	Académie impériale de Reims. Étude sur Linguet, par M. Henry	Martin, Henri (1810-1883). Auteur du texte	given-name mismatch
accept	martin-henri-1810-02-20	https://gallica.bnf.fr/ark:/12148/bpt6k5797065p	Académie impériale de Reims. Étude sur Linguet, par M. Henry	Martin, Henri (1810-1883). Auteur du texte	creator+year+memoir-title
reject	vogue-eugene-1848-02-25	https://gallica.bnf.fr/ark:/12148/bpt6k937014b	Mémoire sur l'amélioration des terres de Boucard et d'Aubign	Vogüé, Léonce-Louis-Melchior (1805-1877 ; marquis de). Auteu	given-name mismatch
reject	martin-hans-1886-11-09	https://gallica.bnf.fr/ark:/12148/bpt6k57862399	Premier mémoire sur le piedbot : lu à l'Académie royale de m	Martin, Ferdinand (1795-1866). Auteur du texte	given-name mismatch
reject	martin-henri-1810-02-20	https://gallica.bnf.fr/ark:/12148/bpt6k57862399	Premier mémoire sur le piedbot : lu à l'Académie royale de m	Martin, Ferdinand (1795-1866). Auteur du texte	given-name mismatch
reject	truc-gonzague-1877-11-15	https://gallica.bnf.fr/ark:/12148/bpt6k5463001z	Ataxie locomotrice et lésions cardiaques, leurs relations pa	Truc, Hermentaire (1856-1929). Auteur du texte	given-name mismatch
reject	roux-francois-1897-03-09	https://gallica.bnf.fr/ark:/12148/bpt6k165620j	Formulaire aide-mémoire de la Faculté de médecine et des méd	Roux, Fernand (1853-19..). Auteur du texte	given-name mismatch
reject	roux-francois-1897-03-09	https://gallica.bnf.fr/ark:/12148/bpt6k5834065b	Formulaire aide-mémoire de la Faculté de médecine et des méd	Roux, Fernand (1853-19..). Auteur du texte	given-name mismatch
accept	figuier-louis-1819-02-15	https://gallica.bnf.fr/ark:/12148/bpt6k97648873	Mémoire sur le ligneux et sur quelques produits qui lui sont	Figuier, Louis (1819-1894). Auteur du texte	creator+year+memoir-title
reject	guerin-andre-1899-12-01	https://gallica.bnf.fr/ark:/12148/bpt6k5723751w	Mémoire sur les caractères généraux du rachitisme : lu à l'A	Guérin, Jules (1801-1886). Auteur du texte	given-name mismatch
accept	feval-paul-1816-09-29	https://gallica.bnf.fr/ark:/12148/bpt6k6365022q	Madame Pistache / par Paul Féval, suivi de. [Un bal dans une	Féval, Paul (1816-1887). Auteur du texte	creator+year+memoir-title
reject	simon-jules-1814-12-27	https://gallica.bnf.fr/ark:/12148/bpt6k315787s	Souvenir français et Escorte d'honneur. Rennes. Cérémonie re	Simon, Francis (1860-1937). Auteur du texte	given-name mismatch
reject	lemonnier-camille-1844-03-23	https://gallica.bnf.fr/ark:/12148/bpt6k54873486	Formule d'un traité d'arbitrage entre nations : mémoire prés	Lemonnier, Charles (1806-1891). Auteur du texte	given-name mismatch
reject	jullian-camille-1859-03-15	https://gallica.bnf.fr/ark:/12148/bpt6k6269401x	Mémoire sur le Midi , présenté au Directoire exécutif, par L	Jullian, Louis (1769-1836?). Auteur du texte	given-name mismatch
reject	lefevre-frederic-1889-05-07	https://gallica.bnf.fr/ark:/12148/bpt6k5679660h	Aide-mémoire de physique : à l'usage des élèves de la classe	Lefèvre, Julien (1852-1916). Auteur du texte	given-name mismatch
reject	martin-hans-1886-11-09	https://gallica.bnf.fr/ark:/12148/bpt6k5626465k	Note sur l'enfoncement et l'élongation des dents, par le Dr 	Martin, Claude (1843-1911). Auteur du texte	given-name mismatch
reject	martin-henri-1810-02-20	https://gallica.bnf.fr/ark:/12148/bpt6k5626465k	Note sur l'enfoncement et l'élongation des dents, par le Dr 	Martin, Claude (1843-1911). Auteur du texte	given-name mismatch
accept	bailly-jules-1832-12-13	https://gallica.bnf.fr/ark:/12148/bpt6k5493360p	A la mémoire de Mme Albert Vilain, née Marie-Hermine Ménétri	Bailly, Jules (1832-1896). Auteur du texte	creator+year+memoir-title
reject	paris-gaston-1839-08-09	https://gallica.bnf.fr/ark:/12148/bpt6k673508	Mémoire sur le coeur de saint Louis et sur la découverte fai	Paris, Paulin (1800-1881). Auteur du texte	given-name mismatch
reject	sue-eugene-1804-01-26	https://gallica.bnf.fr/ark:/12148/bpt6k6481982n	Mémoire sur l'état de la chirurgie à la Chine , suivi d'une 	Sue, Pierre (1739-1816). Auteur du texte	given-name mismatch
reject	bailly-jules-1832-12-13	https://gallica.bnf.fr/ark:/12148/bpt6k5474825q	Discours prononcés à l'inauguration du monument élevé à la m	Bailly, Antoine-Nicolas (1810-1892). Auteur du texte / Autri	given-name mismatch
reject	guerin-andre-1899-12-01	https://gallica.bnf.fr/ark:/12148/bpt6k57237151	Mémoire sur l'étiologie générale des pieds-bots congénitaux 	Guérin, Jules (1801-1886). Auteur du texte	given-name mismatch
reject	guerin-andre-1899-12-01	https://gallica.bnf.fr/ark:/12148/bpt6k5723776q	Mémoire sur l'étiologie générale du strabisme : lu à l'Acadé	Guérin, Jules (1801-1886). Auteur du texte	given-name mismatch
reject	bertrand-louis-1866-03-25	https://gallica.bnf.fr/ark:/12148/bpt6k5701660b	Inauguration du monument élevé à la mémoire de François Arag	Bertrand, Joseph (1822-1900). Auteur du texte	given-name mismatch
reject	guerin-andre-1899-12-01	https://gallica.bnf.fr/ark:/12148/bpt6k5723799q	Mémoire sur une nouvelle méthode de traitement du torticolis	Guérin, Jules (1801-1886). Auteur du texte	given-name mismatch
reject	raynal-paul-1885-07-25	https://gallica.bnf.fr/ark:/12148/bpt6k856095g	Notice sur le T. R. P. Antonin Doussot, dominicain, aumônier	Raynal, Marie-Joseph (1842-1917). Auteur du texte	given-name mismatch
reject	roux-francois-1897-03-09	https://gallica.bnf.fr/ark:/12148/bpt6k58341433	Formulaire aide-mémoire de la Faculté de médecine et des méd	Roux, Fernand (1853-19..). Auteur du texte	given-name mismatch
reject	le-roy-edouard-1870-06-18	https://gallica.bnf.fr/ark:/12148/bpt6k135166x	Rapport fait à l'Académie royale des sciences, le samedi 19 	Le Roy, Jean-Baptiste (1720-1800). Auteur du texte	given-name mismatch
reject	le-roy-eugene-1836-11-29	https://gallica.bnf.fr/ark:/12148/bpt6k135166x	Rapport fait à l'Académie royale des sciences, le samedi 19 	Le Roy, Jean-Baptiste (1720-1800). Auteur du texte	given-name mismatch
reject	leroy-pierre-1900-08-24	https://gallica.bnf.fr/ark:/12148/bpt6k135166x	Rapport fait à l'Académie royale des sciences, le samedi 19 	Le Roy, Jean-Baptiste (1720-1800). Auteur du texte	given-name mismatch
reject	martin-hans-1886-11-09	https://gallica.bnf.fr/ark:/12148/bd6t53866472	Mémoire sur les hypothèses astronomiques des plus anciens ph	Martin, Thomas-Henri (1813-1884). Auteur du texte	given-name mismatch
reject	martin-henri-1810-02-20	https://gallica.bnf.fr/ark:/12148/bd6t53866472	Mémoire sur les hypothèses astronomiques des plus anciens ph	Martin, Thomas-Henri (1813-1884). Auteur du texte	given-name mismatch
reject	desnoyers-louis-1802-02-23	https://gallica.bnf.fr/ark:/12148/bpt6k141493w	État des études archéologiques dans le département du Loiret	Desnoyers, Edmond (1805-1902). Auteur du texte	given-name mismatch
reject	ritter-pierre-1882-08-16	https://gallica.bnf.fr/ark:/12148/bpt6k62824w	De la configuration des continents sur la surface du globe e	Ritter, Carl (1779-1859). Auteur du texte	given-name mismatch
accept	claretie-jules-1840-12-03	https://gallica.bnf.fr/ark:/12148/bd6t541959413	Institut de France. Académie française. Inauguration du monu	Claretie, Jules (1840-1913). Auteur du texte	creator+year+memoir-title
reject	allard-maurice-1860-05-01	https://gallica.bnf.fr/ark:/12148/bd6t54644547q	Mémoire sur les phares électriques comprenant le programme d	Allard, Émile (1818-1892). Auteur du texte	given-name mismatch
reject	beraud-henri-1885-09-21	https://gallica.bnf.fr/ark:/12148/bpt6k9611468t	Les Dunes du nord et du sud-ouest de la France, par M. Bérau	Béraud, Érasme (1809-1871). Auteur du texte	given-name mismatch
reject	faure-elie-1873-04-04	https://gallica.bnf.fr/ark:/12148/bpt6k57381967	Observations sur l'iris, sur les pupilles artificielles et s	Faure, Nicolas-Jean (1782-1856). Auteur du texte	given-name mismatch
reject	faure-gabriel-1877-05-15	https://gallica.bnf.fr/ark:/12148/bpt6k57381967	Observations sur l'iris, sur les pupilles artificielles et s	Faure, Nicolas-Jean (1782-1856). Auteur du texte	given-name mismatch
reject	moreau-abel-1893-01-08	https://gallica.bnf.fr/ark:/12148/bpt6k3220167	Mémoire contenant le précis des faits, avec leurs piéces jus	Moreau, Jacob-Nicolas (1717-1804). Auteur du texte	given-name mismatch
reject	beraud-henri-1885-09-21	https://gallica.bnf.fr/ark:/12148/bpt6k3296449	Les dunes du nord et du sud-ouest de la France : mémoire lu 	Béraud, Érasme (1809-1871). Auteur du texte	given-name mismatch
reject	le-roy-edouard-1870-06-18	https://gallica.bnf.fr/ark:/12148/bpt6k15069789	Copie d'un mémoire présenté à MM. de l'Académie royale des s	Le Roy, Pierre (1717-1785). Auteur du texte	given-name mismatch
reject	le-roy-eugene-1836-11-29	https://gallica.bnf.fr/ark:/12148/bpt6k15069789	Copie d'un mémoire présenté à MM. de l'Académie royale des s	Le Roy, Pierre (1717-1785). Auteur du texte	given-name mismatch
reject	leroy-pierre-1900-08-24	https://gallica.bnf.fr/ark:/12148/bpt6k15069789	Copie d'un mémoire présenté à MM. de l'Académie royale des s	Le Roy, Pierre (1717-1785). Auteur du texte	year mismatch (1717 vs 1900)
accept	faguet-emile-1847-12-17	https://gallica.bnf.fr/ark:/12148/bd6t54195945r	Inauguration du monument élevé à la mémoire de André Theurie	Faguet, Émile (1847-1916). Auteur du texte	creator+year+memoir-title
reject	benoit-peter-1834-08-17	https://gallica.bnf.fr/ark:/12148/bpt6k6355168s	Paroles prononcées sur la tombe de M. Boigeol-Japy, le 27 dé	Benoît, Hégésippe (1820-1879). Auteur du texte	given-name mismatch
reject	benoit-pierre-1886-07-16	https://gallica.bnf.fr/ark:/12148/bpt6k6355168s	Paroles prononcées sur la tombe de M. Boigeol-Japy, le 27 dé	Benoît, Hégésippe (1820-1879). Auteur du texte	given-name mismatch
reject	bernard-charles-1804-02-25	https://gallica.bnf.fr/ark:/12148/bpt6k9611467d	Mémoire sur la culture du poivrier à la Guiane française, de	Bernard, Louis (1781-1845). Auteur du texte	given-name mismatch
reject	bernard-jean-1888-07-30	https://gallica.bnf.fr/ark:/12148/bpt6k9611467d	Mémoire sur la culture du poivrier à la Guiane française, de	Bernard, Louis (1781-1845). Auteur du texte	given-name mismatch
reject	bernard-tristan-1866-09-07	https://gallica.bnf.fr/ark:/12148/bpt6k9611467d	Mémoire sur la culture du poivrier à la Guiane française, de	Bernard, Louis (1781-1845). Auteur du texte	given-name mismatch
reject	renaudin-andre-1900-10-27	https://gallica.bnf.fr/ark:/12148/bpt6k5495063h	Souvenir d'une messe célébrée en l'église Saint-Nicolas de B	Renaudin, Sébastien (1848-1897). Auteur du texte	given-name mismatch
reject	viviani-alberta-1894-07-11	https://gallica.bnf.fr/ark:/12148/bpt6k97602174	Mémoire sur une nouvelle espèce de minéral découverte en Lig	Viviani, Domenico (1772-1840). Auteur du texte	given-name mismatch
reject	guerin-andre-1899-12-01	https://gallica.bnf.fr/ark:/12148/bpt6k63073323	Mémoire sur l'intervention de la pression atmosphérique dans	Guérin, Jules (1801-1886). Auteur du texte	given-name mismatch
reject	guerin-andre-1899-12-01	https://gallica.bnf.fr/ark:/12148/bpt6k5724789n	Mémoire sur l'étiologie générale des déviations latérales de	Guérin, Jules (1801-1886). Auteur du texte	given-name mismatch
reject	leblanc-maurice-1864-12-11	https://gallica.bnf.fr/ark:/12148/bpt6k96191510	Mémoire sur les affections de nature rhumatismale qu'on obse	Leblanc, Camille (1827-1903). Auteur du texte	given-name mismatch
reject	comte-auguste-1798-01-19	https://gallica.bnf.fr/ark:/12148/bpt6k6108713z	Mémoire adressé à la chambre du conseil du tribunal de la Se	Comte, Charles (1782-1837). Auteur du texte	given-name mismatch
reject	petit-henri-1900-02-23	https://gallica.bnf.fr/ark:/12148/bpt6k9601581r	À la mémoire de François-Honoré Joly-Magnier, décédé à Leury	Petit, Cyrille (1829-1895). Auteur du texte	given-name mismatch
reject	guerin-andre-1899-12-01	https://gallica.bnf.fr/ark:/12148/bpt6k61214777	Essai d'une généralisation de la méthode sous-cutanée, mémoi	Guérin, Jules (1801-1886). Auteur du texte	given-name mismatch
reject	le-roy-edouard-1870-06-18	https://gallica.bnf.fr/ark:/12148/bpt6k1506349h	Suite du Précis sur les montres marines de France ; avec un 	Le Roy, Pierre (1717-1785). Auteur du texte	given-name mismatch
reject	le-roy-eugene-1836-11-29	https://gallica.bnf.fr/ark:/12148/bpt6k1506349h	Suite du Précis sur les montres marines de France ; avec un 	Le Roy, Pierre (1717-1785). Auteur du texte	given-name mismatch
reject	leroy-pierre-1900-08-24	https://gallica.bnf.fr/ark:/12148/bpt6k1506349h	Suite du Précis sur les montres marines de France ; avec un 	Le Roy, Pierre (1717-1785). Auteur du texte	year mismatch (1717 vs 1900)
reject	guerin-andre-1899-12-01	https://gallica.bnf.fr/ark:/12148/bpt6k5612176t	Mémoire sur les déviations simulées de la colonne vertébrale	Guérin, Jules (1801-1886). Auteur du texte	given-name mismatch
accept	boissier-gaston-1823-08-15	https://gallica.bnf.fr/ark:/12148/bpt6k6457970g	Inauguration du monument élevé à la mémoire de Sainte-Beuve,	Boissier, Gaston (1823-1908). Auteur du texte	creator+year+memoir-title
reject	lacretelle-jacques-1888-07-14	https://gallica.bnf.fr/ark:/12148/bpt6k6119266z	Mémoire pour Mr. P.-L. Lacretelle (aîné) contre le jugement 	Lacretelle, Pierre-Louis (1751-1824). Auteur du texte	given-name mismatch
reject	guerin-andre-1899-12-01	https://gallica.bnf.fr/ark:/12148/bpt6k5723739f	Mémoire sur les variétés anatomiques du pied-bot congénital 	Guérin, Jules (1801-1886). Auteur du texte	given-name mismatch
reject	guerin-andre-1899-12-01	https://gallica.bnf.fr/ark:/12148/bpt6k57237366	Mémoire sur l'extension sigmoïde et la flexion dans le trait	Guérin, Jules (1801-1886). Auteur du texte	given-name mismatch
reject	fabricius-jan-1871-09-30	https://gallica.bnf.fr/ark:/12148/bpt6k166955p	La première invasion des Normands dans l'Espagne musulmane e	Fabricius, Adam Kristoffer (1822-1902). Auteur du texte	given-name mismatch
reject	fabricius-jan-1871-09-30	https://gallica.bnf.fr/ark:/12148/bpt6k147718m	La connaissance de la péninsule espagnole par les hommes du 	Fabricius, Adam Kristoffer (1822-1902). Auteur du texte	given-name mismatch
reject	le-roy-edouard-1870-06-18	https://gallica.bnf.fr/ark:/12148/bpt6k1506976g	Mémoire sur la meilleure manière de mesurer le tems en mer..	Le Roy, Pierre (1717-1785). Auteur du texte	given-name mismatch
reject	le-roy-eugene-1836-11-29	https://gallica.bnf.fr/ark:/12148/bpt6k1506976g	Mémoire sur la meilleure manière de mesurer le tems en mer..	Le Roy, Pierre (1717-1785). Auteur du texte	given-name mismatch
reject	leroy-pierre-1900-08-24	https://gallica.bnf.fr/ark:/12148/bpt6k1506976g	Mémoire sur la meilleure manière de mesurer le tems en mer..	Le Roy, Pierre (1717-1785). Auteur du texte	year mismatch (1717 vs 1900)
reject	comte-auguste-1798-01-19	https://gallica.bnf.fr/ark:/12148/bpt6k6125374w	Mémoire adressé à la chambre d'accusation de la Cour royale 	Comte, Charles (1782-1837). Auteur du texte	given-name mismatch
reject	vogue-eugene-1848-02-25	https://gallica.bnf.fr/ark:/12148/bpt6k14119922	Complément du "Mémoire sur l'amélioration des terres de Bouc	Vogüé, Léonce-Louis-Melchior (1805-1877 ; marquis de). Auteu	given-name mismatch
reject	faure-elie-1873-04-04	https://gallica.bnf.fr/ark:/12148/bpt6k30405205	Le Berger des Alpes, ou Mémoire sur la manière d'élever, de 	Faure, Louis-Étienne (1759-1850). Auteur du texte	given-name mismatch
reject	faure-gabriel-1877-05-15	https://gallica.bnf.fr/ark:/12148/bpt6k30405205	Le Berger des Alpes, ou Mémoire sur la manière d'élever, de 	Faure, Louis-Étienne (1759-1850). Auteur du texte	given-name mismatch
reject	guerin-andre-1899-12-01	https://gallica.bnf.fr/ark:/12148/bpt6k4224707c	Mémoire sur l'établissement des bains de mer de Dieppe : adr	Guérin, Jules (1801-1886). Auteur du texte	given-name mismatch
reject	lacordaire-jean-1802-05-12	https://gallica.bnf.fr/ark:/12148/bpt6k6210302t	Vie de saint Dominique : précédée du Mémoire pour le rétabli	Lacordaire, Henri-Dominique (1802-1861). Auteur du texte	given-name mismatch
reject	fabre-emile-1869-03-24	https://gallica.bnf.fr/ark:/12148/bpt6k97540390	A la mémoire du très regretté Dr Charles d'Espiney : allocut	Fabre, Antonin (1837-1919). Auteur du texte	given-name mismatch
reject	fabre-ferdinand-1827-06-09	https://gallica.bnf.fr/ark:/12148/bpt6k97540390	A la mémoire du très regretté Dr Charles d'Espiney : allocut	Fabre, Antonin (1837-1919). Auteur du texte	given-name mismatch
reject	cheruel-pierre-1809-01-17	https://gallica.bnf.fr/ark:/12148/bpt6k96128302	Mémoire sur le commerce maritime de Rouen, depuis les temps 	Chéruel, Adolphe (1809-1891). Auteur du texte	given-name mismatch
